CompanyCode,Plant,Material,Quantity,Amount,Currency,DocumentType,PostingDate,CostCenter,ProfitCenter,GLAccount,Vendor,Customer,FiscalYear,FiscalPeriod,DocumentNumber
COMP_B,PLANT_4,MAT_00086,419.84,6846.5,EUR,PO,2023-11-29,CC_1009,PC_106,G/L_40024,VEND_10090,,2023,11,DOC_52004655
COMP_A,PLANT_3,MAT_00010,607.6,1336.23,EUR,GR,2023-08-20,CC_1004,PC_104,G/L_40079,VEND_10079,,2023,8,DOC_27426602
COMP_D,PLANT_2,MAT_00069,374.5,3243.59,EUR,GR,2025-01-26,CC_1018,PC_107,G/L_40066,VEND_10001,,2025,1,DOC_67044661
COMP_B,PLANT_2,MAT_00071,189.53,9433.89,EUR,PO,2023-12-24,CC_1007,PC_105,G/L_40069,VEND_10095,,2023,12,DOC_83982199
COMP_B,PLANT_3,MAT_00015,529.39,8281.0,EUR,PO,2025-06-29,CC_1003,PC_108,G/L_40013,VEND_10008,,2025,6,DOC_54997517
COMP_B,PLANT_5,MAT_00070,116.02,2879.56,EUR,PO,2023-09-28,CC_1006,PC_102,G/L_40064,VEND_10001,,2023,9,DOC_42500682
COMP_B,PLANT_3,MAT_00050,765.26,2592.11,EUR,GR,2024-11-10,CC_1006,PC_105,G/L_40041,VEND_10032,,2024,11,DOC_85785747
COMP_D,PLANT_2,MAT_00055,2.43,5010.99,EUR,GR,2024-01-16,CC_1003,PC_106,G/L_40047,VEND_10073,,2024,1,DOC_77993126
COMP_A,PLANT_3,MAT_00099,723.65,3424.16,EUR,PO,2023-09-11,CC_1004,PC_102,G/L_40065,VEND_10033,,2023,9,DOC_23678262
COMP_B,PLANT_1,MAT_00081,51.48,6752.57,EUR,GI,2025-02-23,CC_1007,PC_101,G/L_40004,,CUST_50093,2025,2,DOC_76957638
COMP_B,PLANT_3,MAT_00096,322.48,2702.97,EUR,GI,2024-07-09,CC_1012,PC_101,G/L_40026,,CUST_50042,2024,7,DOC_79586497
COMP_D,PLANT_1,MAT_00043,669.88,6180.19,EUR,INV,2024-08-07,CC_1006,PC_106,G/L_40064,VEND_10059,CUST_50058,2024,8,DOC_83436163
COMP_B,PLANT_5,MAT_00049,678.19,3513.27,EUR,SO,2025-01-01,CC_1013,PC_101,G/L_40096,,CUST_50093,2025,1,DOC_93849785
COMP_B,PLANT_3,MAT_00021,47.93,3023.31,EUR,INV,2024-05-15,CC_1016,PC_101,G/L_40029,VEND_10008,CUST_50033,2024,5,DOC_07052622
COMP_C,PLANT_4,MAT_00056,409.77,4755.74,EUR,GR,2024-05-25,CC_1006,PC_104,G/L_40099,VEND_10083,,2024,5,DOC_36156899
COMP_D,PLANT_2,MAT_00001,795.63,6702.2,EUR,PO,2023-09-06,CC_1016,PC_105,G/L_40090,VEND_10049,,2023,9,DOC_38129512
COMP_A,PLANT_4,MAT_00088,487.55,6609.25,EUR,SO,2025-05-05,CC_1012,PC_106,G/L_40042,,CUST_50036,2025,5,DOC_42500159
COMP_D,PLANT_3,MAT_00061,587.04,9931.05,EUR,SO,2023-10-11,CC_1002,PC_110,G/L_40088,,CUST_50069,2023,10,DOC_84383822
COMP_C,PLANT_5,MAT_00083,828.5,5149.36,EUR,INV,2023-10-05,CC_1011,PC_103,G/L_40003,VEND_10094,CUST_50032,2023,10,DOC_05967811
COMP_B,PLANT_1,MAT_00099,408.67,8306.76,EUR,INV,2024-05-08,CC_1013,PC_107,G/L_40019,VEND_10048,CUST_50062,2024,5,DOC_38652259
COMP_D,PLANT_5,MAT_00011,525.19,5493.21,EUR,PO,2023-08-30,CC_1018,PC_101,G/L_40055,VEND_10088,,2023,8,DOC_76897650
COMP_A,PLANT_3,MAT_00045,70.69,844.27,EUR,PO,2024-09-22,CC_1017,PC_101,G/L_40046,VEND_10016,,2024,9,DOC_56292058
COMP_A,PLANT_2,MAT_00033,293.76,5962.23,EUR,SO,2023-11-07,CC_1009,PC_107,G/L_40042,,CUST_50084,2023,11,DOC_74071015
COMP_D,PLANT_3,MAT_00082,346.83,1960.01,EUR,SO,2024-07-08,CC_1015,PC_104,G/L_40039,,CUST_50031,2024,7,DOC_24065229
COMP_A,PLANT_1,MAT_00017,167.99,6339.65,EUR,SO,2024-04-08,CC_1013,PC_104,G/L_40053,,CUST_50048,2024,4,DOC_16536241
COMP_A,PLANT_2,MAT_00079,975.1,5340.58,EUR,GR,2024-06-07,CC_1005,PC_101,G/L_40035,VEND_10007,,2024,6,DOC_36586779
COMP_A,PLANT_5,MAT_00010,561.28,6574.75,EUR,PO,2023-07-10,CC_1001,PC_101,G/L_40074,VEND_10027,,2023,7,DOC_29618046
COMP_C,PLANT_1,MAT_00021,491.76,85.8,EUR,INV,2023-10-22,CC_1009,PC_109,G/L_40093,VEND_10040,CUST_50090,2023,10,DOC_61890857
COMP_A,PLANT_5,MAT_00018,767.01,471.89,EUR,SO,2023-07-12,CC_1009,PC_107,G/L_40003,,CUST_50077,2023,7,DOC_46482652
COMP_B,PLANT_1,MAT_00098,391.71,6311.04,EUR,GR,2023-08-18,CC_1005,PC_103,G/L_40093,VEND_10055,,2023,8,DOC_94814321
COMP_D,PLANT_3,MAT_00001,195.56,3617.3,EUR,PO,2024-08-09,CC_1002,PC_110,G/L_40076,VEND_10063,,2024,8,DOC_03443543
COMP_B,PLANT_3,MAT_00029,252.14,9800.44,EUR,INV,2023-07-08,CC_1001,PC_101,G/L_40054,VEND_10045,CUST_50033,2023,7,DOC_21236123
COMP_A,PLANT_2,MAT_00023,85.84,4943.39,EUR,GI,2023-09-17,CC_1005,PC_102,G/L_40010,,CUST_50001,2023,9,DOC_06845567
COMP_C,PLANT_1,MAT_00085,135.09,3821.87,EUR,GR,2024-01-04,CC_1002,PC_102,G/L_40022,VEND_10013,,2024,1,DOC_71477653
COMP_D,PLANT_2,MAT_00093,897.49,4379.57,EUR,GI,2024-03-19,CC_1010,PC_101,G/L_40005,,CUST_50032,2024,3,DOC_92458670
COMP_C,PLANT_5,MAT_00100,409.41,7053.96,EUR,INV,2024-10-30,CC_1006,PC_109,G/L_40006,VEND_10029,CUST_50064,2024,10,DOC_76333786
COMP_C,PLANT_3,MAT_00076,765.5,2778.76,EUR,GR,2023-10-22,CC_1020,PC_103,G/L_40070,VEND_10004,,2023,10,DOC_72796068
COMP_D,PLANT_3,MAT_00019,711.65,2791.13,EUR,GR,2023-08-08,CC_1012,PC_106,G/L_40058,VEND_10006,,2023,8,DOC_69424282
COMP_D,PLANT_5,MAT_00018,198.45,6317.33,EUR,GR,2024-08-17,CC_1010,PC_102,G/L_40014,VEND_10039,,2024,8,DOC_62276434
COMP_D,PLANT_1,MAT_00032,241.89,8936.17,EUR,PO,2023-12-15,CC_1008,PC_108,G/L_40071,VEND_10014,,2023,12,DOC_96772662
COMP_A,PLANT_1,MAT_00082,637.73,9355.41,EUR,INV,2024-05-25,CC_1017,PC_110,G/L_40006,VEND_10088,CUST_50061,2024,5,DOC_29579098
COMP_B,PLANT_2,MAT_00023,702.85,577.72,EUR,SO,2023-11-29,CC_1015,PC_105,G/L_40084,,CUST_50094,2023,11,DOC_51272315
COMP_A,PLANT_4,MAT_00033,16.16,2942.08,EUR,INV,2023-08-21,CC_1010,PC_104,G/L_40065,VEND_10093,CUST_50098,2023,8,DOC_72174655
COMP_C,PLANT_3,MAT_00025,329.0,7715.65,EUR,GR,2025-01-31,CC_1020,PC_107,G/L_40014,VEND_10046,,2025,1,DOC_07217874
COMP_D,PLANT_1,MAT_00036,887.53,3920.22,EUR,GR,2025-04-12,CC_1011,PC_110,G/L_40046,VEND_10031,,2025,4,DOC_78735129
COMP_A,PLANT_4,MAT_00038,204.14,8991.38,EUR,PO,2024-09-04,CC_1008,PC_103,G/L_40059,VEND_10013,,2024,9,DOC_33503827
COMP_A,PLANT_3,MAT_00087,229.56,1095.34,EUR,GI,2023-10-21,CC_1011,PC_104,G/L_40036,,CUST_50087,2023,10,DOC_31704678
COMP_D,PLANT_4,MAT_00091,94.68,4001.07,EUR,GI,2024-04-17,CC_1008,PC_105,G/L_40004,,CUST_50045,2024,4,DOC_01171637
COMP_D,PLANT_4,MAT_00070,382.9,9388.48,EUR,GR,2024-02-15,CC_1004,PC_110,G/L_40084,VEND_10061,,2024,2,DOC_64919878
COMP_D,PLANT_5,MAT_00053,676.97,9799.84,EUR,SO,2023-08-17,CC_1014,PC_102,G/L_40007,,CUST_50088,2023,8,DOC_09611896
COMP_C,PLANT_1,MAT_00012,715.65,4514.71,EUR,GR,2024-08-17,CC_1013,PC_101,G/L_40091,VEND_10045,,2024,8,DOC_39227513
COMP_A,PLANT_1,MAT_00029,476.05,5648.74,EUR,INV,2023-08-06,CC_1014,PC_103,G/L_40045,VEND_10032,CUST_50036,2023,8,DOC_52390559
COMP_A,PLANT_4,MAT_00032,331.58,4913.88,EUR,GI,2023-10-29,CC_1018,PC_101,G/L_40044,,CUST_50034,2023,10,DOC_18215385
COMP_A,PLANT_5,MAT_00086,786.09,2583.88,EUR,GI,2024-05-10,CC_1009,PC_106,G/L_40025,,CUST_50075,2024,5,DOC_06683483
COMP_C,PLANT_1,MAT_00043,149.13,6389.41,EUR,INV,2024-10-15,CC_1013,PC_106,G/L_40031,VEND_10033,CUST_50045,2024,10,DOC_05961925
COMP_B,PLANT_3,MAT_00020,856.9,993.0,EUR,SO,2024-09-11,CC_1017,PC_102,G/L_40023,,CUST_50038,2024,9,DOC_62559058
COMP_A,PLANT_3,MAT_00017,353.13,2338.34,EUR,PO,2024-02-29,CC_1001,PC_103,G/L_40015,VEND_10094,,2024,2,DOC_93024218
COMP_C,PLANT_5,MAT_00100,93.22,4321.01,EUR,SO,2025-03-13,CC_1018,PC_102,G/L_40024,,CUST_50042,2025,3,DOC_21184724
COMP_D,PLANT_5,MAT_00063,631.53,4151.57,EUR,PO,2024-09-17,CC_1006,PC_109,G/L_40088,VEND_10062,,2024,9,DOC_74656115
COMP_B,PLANT_5,MAT_00089,762.25,6714.29,EUR,GR,2023-12-13,CC_1015,PC_103,G/L_40097,VEND_10038,,2023,12,DOC_58646662
COMP_B,PLANT_3,MAT_00075,352.46,1391.77,EUR,GI,2024-03-20,CC_1006,PC_107,G/L_40077,,CUST_50099,2024,3,DOC_93938780
COMP_B,PLANT_5,MAT_00023,465.62,2150.18,EUR,GR,2024-03-03,CC_1014,PC_104,G/L_40020,VEND_10084,,2024,3,DOC_04313223
COMP_D,PLANT_1,MAT_00028,886.58,5358.32,EUR,INV,2023-11-25,CC_1009,PC_105,G/L_40007,VEND_10007,CUST_50081,2023,11,DOC_80412880
COMP_B,PLANT_3,MAT_00081,992.52,2820.92,EUR,PO,2025-06-28,CC_1001,PC_107,G/L_40067,VEND_10005,,2025,6,DOC_77713616
COMP_A,PLANT_3,MAT_00025,13.39,7636.34,EUR,GI,2025-04-14,CC_1008,PC_108,G/L_40088,,CUST_50032,2025,4,DOC_93760116
COMP_A,PLANT_3,MAT_00091,270.25,9333.37,EUR,GR,2024-06-17,CC_1012,PC_105,G/L_40019,VEND_10036,,2024,6,DOC_07472274
COMP_B,PLANT_3,MAT_00046,833.3,7466.95,EUR,INV,2025-02-07,CC_1020,PC_106,G/L_40004,VEND_10039,CUST_50072,2025,2,DOC_21524410
COMP_C,PLANT_4,MAT_00059,359.98,5366.21,EUR,INV,2025-05-02,CC_1018,PC_105,G/L_40049,VEND_10051,CUST_50017,2025,5,DOC_53635891
COMP_C,PLANT_5,MAT_00040,767.01,7037.42,EUR,PO,2024-05-23,CC_1018,PC_109,G/L_40030,VEND_10095,,2024,5,DOC_23509993
COMP_B,PLANT_1,MAT_00039,202.57,1715.2,EUR,PO,2024-08-11,CC_1001,PC_107,G/L_40045,VEND_10033,,2024,8,DOC_00018988
COMP_D,PLANT_5,MAT_00088,174.79,7483.73,EUR,INV,2025-06-03,CC_1007,PC_105,G/L_40070,VEND_10082,CUST_50002,2025,6,DOC_89327232
COMP_C,PLANT_2,MAT_00089,481.12,3911.81,EUR,INV,2025-01-07,CC_1018,PC_106,G/L_40053,VEND_10082,CUST_50045,2025,1,DOC_71224322
COMP_A,PLANT_4,MAT_00099,376.93,4438.29,EUR,INV,2025-01-13,CC_1016,PC_106,G/L_40079,VEND_10076,CUST_50088,2025,1,DOC_98853887
COMP_A,PLANT_3,MAT_00028,163.26,6372.44,EUR,GR,2024-07-13,CC_1005,PC_108,G/L_40006,VEND_10027,,2024,7,DOC_69951418
COMP_B,PLANT_4,MAT_00081,638.26,897.38,EUR,PO,2024-03-29,CC_1013,PC_108,G/L_40030,VEND_10084,,2024,3,DOC_65952679
COMP_A,PLANT_3,MAT_00087,806.47,7073.96,EUR,GI,2024-02-28,CC_1018,PC_101,G/L_40086,,CUST_50096,2024,2,DOC_29602841
COMP_C,PLANT_5,MAT_00017,1.44,9133.87,EUR,SO,2024-05-25,CC_1018,PC_102,G/L_40042,,CUST_50034,2024,5,DOC_08988648
COMP_A,PLANT_1,MAT_00075,702.26,9660.31,EUR,GR,2024-03-07,CC_1005,PC_102,G/L_40095,VEND_10016,,2024,3,DOC_70133460
COMP_C,PLANT_5,MAT_00002,840.44,7210.45,EUR,GR,2023-08-20,CC_1007,PC_108,G/L_40038,VEND_10038,,2023,8,DOC_82481068
COMP_D,PLANT_5,MAT_00041,278.42,6850.52,EUR,INV,2023-09-21,CC_1017,PC_101,G/L_40047,VEND_10078,CUST_50072,2023,9,DOC_88228935
COMP_A,PLANT_2,MAT_00042,938.86,8605.13,EUR,GI,2024-08-17,CC_1013,PC_103,G/L_40068,,CUST_50034,2024,8,DOC_32650521
COMP_D,PLANT_1,MAT_00080,8.14,4550.09,EUR,PO,2024-04-19,CC_1013,PC_104,G/L_40081,VEND_10071,,2024,4,DOC_37950434
COMP_A,PLANT_2,MAT_00018,296.41,2099.48,EUR,SO,2023-07-21,CC_1005,PC_109,G/L_40087,,CUST_50067,2023,7,DOC_82180479
COMP_A,PLANT_3,MAT_00038,931.43,8454.99,EUR,GI,2023-11-15,CC_1008,PC_109,G/L_40079,,CUST_50007,2023,11,DOC_33057143
COMP_A,PLANT_4,MAT_00011,903.85,4698.15,EUR,GI,2024-03-07,CC_1020,PC_103,G/L_40070,,CUST_50081,2024,3,DOC_82639631
COMP_B,PLANT_4,MAT_00006,512.32,1215.67,EUR,GR,2025-02-05,CC_1005,PC_109,G/L_40022,VEND_10095,,2025,2,DOC_28942552
COMP_C,PLANT_2,MAT_00009,761.9,4385.52,EUR,INV,2024-10-02,CC_1004,PC_107,G/L_40009,VEND_10026,CUST_50023,2024,10,DOC_03259203
COMP_B,PLANT_3,MAT_00060,147.88,4724.2,EUR,GR,2025-02-15,CC_1001,PC_110,G/L_40085,VEND_10065,,2025,2,DOC_91052356
COMP_D,PLANT_5,MAT_00041,893.57,6166.32,EUR,SO,2024-05-16,CC_1015,PC_107,G/L_40007,,CUST_50027,2024,5,DOC_28449438
COMP_C,PLANT_1,MAT_00075,32.99,233.22,EUR,INV,2023-12-18,CC_1009,PC_108,G/L_40059,VEND_10093,CUST_50077,2023,12,DOC_21834868
COMP_D,PLANT_5,MAT_00010,804.58,6652.23,EUR,INV,2023-10-19,CC_1018,PC_110,G/L_40093,VEND_10056,CUST_50091,2023,10,DOC_95153396
COMP_A,PLANT_1,MAT_00013,440.7,4700.42,EUR,INV,2024-06-28,CC_1019,PC_108,G/L_40019,VEND_10063,CUST_50046,2024,6,DOC_86191219
COMP_A,PLANT_5,MAT_00092,573.02,806.15,EUR,GI,2024-11-01,CC_1020,PC_102,G/L_40010,,CUST_50041,2024,11,DOC_00104875
COMP_D,PLANT_3,MAT_00068,162.37,9200.14,EUR,SO,2024-01-25,CC_1016,PC_105,G/L_40054,,CUST_50070,2024,1,DOC_75070095
COMP_B,PLANT_3,MAT_00011,157.79,3659.95,EUR,PO,2024-09-22,CC_1017,PC_101,G/L_40087,VEND_10093,,2024,9,DOC_01316933
COMP_B,PLANT_2,MAT_00050,598.56,4106.36,EUR,PO,2023-09-05,CC_1015,PC_103,G/L_40092,VEND_10021,,2023,9,DOC_84907062
COMP_A,PLANT_1,MAT_00054,818.77,1875.28,EUR,PO,2023-11-08,CC_1010,PC_110,G/L_40076,VEND_10072,,2023,11,DOC_85778486
COMP_B,PLANT_4,MAT_00072,49.12,5947.67,EUR,GR,2023-08-27,CC_1011,PC_106,G/L_40050,VEND_10012,,2023,8,DOC_03937428
COMP_D,PLANT_1,MAT_00097,339.92,1094.22,EUR,SO,2024-07-11,CC_1007,PC_102,G/L_40005,,CUST_50017,2024,7,DOC_53650189
COMP_A,PLANT_5,MAT_00058,828.98,1829.36,EUR,PO,2024-04-17,CC_1020,PC_110,G/L_40094,VEND_10022,,2024,4,DOC_12958661
COMP_C,PLANT_4,MAT_00076,482.93,2939.8,EUR,GI,2023-12-31,CC_1014,PC_110,G/L_40085,,CUST_50055,2023,12,DOC_34177257
COMP_D,PLANT_3,MAT_00086,119.4,493.77,EUR,PO,2024-01-05,CC_1019,PC_108,G/L_40019,VEND_10067,,2024,1,DOC_24742851
COMP_C,PLANT_5,MAT_00024,236.15,6430.1,EUR,GI,2024-12-15,CC_1008,PC_108,G/L_40029,,CUST_50073,2024,12,DOC_46542637
COMP_B,PLANT_4,MAT_00082,464.36,422.48,EUR,GI,2024-07-27,CC_1006,PC_108,G/L_40088,,CUST_50030,2024,7,DOC_81984999
COMP_A,PLANT_4,MAT_00033,303.6,5863.34,EUR,GI,2023-09-12,CC_1016,PC_103,G/L_40060,,CUST_50086,2023,9,DOC_05780749
COMP_B,PLANT_5,MAT_00082,794.03,7245.76,EUR,SO,2024-03-21,CC_1008,PC_109,G/L_40066,,CUST_50057,2024,3,DOC_76920694
COMP_A,PLANT_2,MAT_00039,757.94,2266.97,EUR,GI,2024-07-08,CC_1018,PC_110,G/L_40074,,CUST_50060,2024,7,DOC_18876048
COMP_D,PLANT_4,MAT_00084,612.66,4501.41,EUR,GR,2024-03-30,CC_1004,PC_103,G/L_40017,VEND_10016,,2024,3,DOC_13010232
COMP_D,PLANT_4,MAT_00063,554.11,9471.9,EUR,PO,2024-06-30,CC_1010,PC_109,G/L_40035,VEND_10003,,2024,6,DOC_47850818
COMP_B,PLANT_1,MAT_00047,569.04,1882.66,EUR,GR,2024-01-04,CC_1015,PC_107,G/L_40023,VEND_10065,,2024,1,DOC_11808946
COMP_A,PLANT_1,MAT_00081,768.84,3146.15,EUR,SO,2024-12-27,CC_1010,PC_110,G/L_40013,,CUST_50057,2024,12,DOC_86643303
COMP_C,PLANT_3,MAT_00088,531.03,6791.77,EUR,GI,2024-12-07,CC_1014,PC_101,G/L_40068,,CUST_50007,2024,12,DOC_00251105
COMP_D,PLANT_1,MAT_00069,726.54,1420.99,EUR,SO,2023-10-10,CC_1010,PC_106,G/L_40070,,CUST_50078,2023,10,DOC_84231485
COMP_D,PLANT_5,MAT_00010,228.71,7382.5,EUR,INV,2024-01-02,CC_1017,PC_103,G/L_40094,VEND_10015,CUST_50061,2024,1,DOC_48780269
COMP_C,PLANT_3,MAT_00075,508.0,5247.02,EUR,SO,2024-08-05,CC_1008,PC_103,G/L_40030,,CUST_50065,2024,8,DOC_79940814
COMP_A,PLANT_3,MAT_00091,564.93,7874.54,EUR,GI,2023-09-25,CC_1007,PC_106,G/L_40060,,CUST_50003,2023,9,DOC_90541373
COMP_D,PLANT_4,MAT_00057,650.88,3186.48,EUR,PO,2024-05-04,CC_1004,PC_103,G/L_40056,VEND_10052,,2024,5,DOC_07150834
COMP_D,PLANT_4,MAT_00046,616.96,7511.26,EUR,PO,2024-12-30,CC_1006,PC_103,G/L_40085,VEND_10021,,2024,12,DOC_26145440
COMP_B,PLANT_4,MAT_00095,986.58,355.42,EUR,GI,2024-10-27,CC_1004,PC_104,G/L_40012,,CUST_50007,2024,10,DOC_61997906
COMP_C,PLANT_3,MAT_00075,263.67,6695.86,EUR,GI,2023-08-20,CC_1020,PC_106,G/L_40033,,CUST_50098,2023,8,DOC_50880083
COMP_B,PLANT_5,MAT_00089,966.34,1029.18,EUR,INV,2025-05-13,CC_1013,PC_103,G/L_40093,VEND_10003,CUST_50023,2025,5,DOC_00854035
COMP_B,PLANT_3,MAT_00028,398.26,6279.04,EUR,GI,2024-04-03,CC_1014,PC_108,G/L_40055,,CUST_50033,2024,4,DOC_99084119
COMP_C,PLANT_3,MAT_00087,688.38,411.08,EUR,GI,2024-02-14,CC_1006,PC_110,G/L_40059,,CUST_50081,2024,2,DOC_95794180
COMP_C,PLANT_4,MAT_00027,978.7,3922.09,EUR,INV,2024-10-07,CC_1003,PC_108,G/L_40089,VEND_10097,CUST_50078,2024,10,DOC_11424778
COMP_A,PLANT_1,MAT_00042,635.74,2567.81,EUR,GI,2025-04-24,CC_1012,PC_103,G/L_40059,,CUST_50073,2025,4,DOC_35015444
COMP_D,PLANT_4,MAT_00053,198.67,945.38,EUR,PO,2024-01-14,CC_1009,PC_106,G/L_40022,VEND_10041,,2024,1,DOC_68116345
COMP_A,PLANT_5,MAT_00012,861.11,8725.97,EUR,GI,2024-08-06,CC_1010,PC_102,G/L_40082,,CUST_50022,2024,8,DOC_93092610
COMP_A,PLANT_5,MAT_00075,227.23,6378.71,EUR,GR,2024-09-14,CC_1017,PC_109,G/L_40014,VEND_10006,,2024,9,DOC_90328454
COMP_D,PLANT_1,MAT_00081,390.44,4443.38,EUR,GR,2024-09-05,CC_1010,PC_108,G/L_40097,VEND_10068,,2024,9,DOC_86498769
COMP_B,PLANT_2,MAT_00017,132.68,737.68,EUR,SO,2024-10-21,CC_1013,PC_101,G/L_40048,,CUST_50038,2024,10,DOC_09090459
COMP_A,PLANT_2,MAT_00015,366.32,8142.58,EUR,SO,2025-05-30,CC_1015,PC_107,G/L_40087,,CUST_50091,2025,5,DOC_37283231
COMP_B,PLANT_1,MAT_00085,440.95,3304.48,EUR,INV,2023-07-23,CC_1020,PC_104,G/L_40019,VEND_10034,CUST_50005,2023,7,DOC_36548043
COMP_B,PLANT_5,MAT_00096,682.72,5920.22,EUR,GI,2025-02-23,CC_1001,PC_109,G/L_40030,,CUST_50005,2025,2,DOC_11823867
COMP_C,PLANT_3,MAT_00005,143.03,1456.01,EUR,GR,2025-03-20,CC_1004,PC_105,G/L_40086,VEND_10040,,2025,3,DOC_82233624
COMP_D,PLANT_4,MAT_00057,35.44,8701.07,EUR,SO,2023-08-17,CC_1012,PC_101,G/L_40010,,CUST_50003,2023,8,DOC_38461405
COMP_C,PLANT_1,MAT_00013,489.61,7124.87,EUR,PO,2023-09-17,CC_1008,PC_110,G/L_40038,VEND_10013,,2023,9,DOC_48781728
COMP_A,PLANT_1,MAT_00042,304.08,2508.58,EUR,SO,2024-01-08,CC_1016,PC_108,G/L_40044,,CUST_50099,2024,1,DOC_29796794
COMP_A,PLANT_2,MAT_00038,766.55,4166.56,EUR,SO,2024-10-12,CC_1003,PC_104,G/L_40074,,CUST_50077,2024,10,DOC_47403876
COMP_A,PLANT_2,MAT_00082,768.63,2345.45,EUR,GI,2024-12-08,CC_1014,PC_101,G/L_40062,,CUST_50076,2024,12,DOC_59483003
COMP_C,PLANT_5,MAT_00057,446.75,9849.88,EUR,GR,2024-06-27,CC_1019,PC_103,G/L_40089,VEND_10030,,2024,6,DOC_74606902
COMP_A,PLANT_3,MAT_00091,158.06,9812.86,EUR,PO,2024-08-08,CC_1020,PC_106,G/L_40099,VEND_10049,,2024,8,DOC_79257445
COMP_C,PLANT_1,MAT_00060,204.12,543.29,EUR,INV,2024-01-02,CC_1019,PC_106,G/L_40098,VEND_10028,CUST_50013,2024,1,DOC_28102920
COMP_C,PLANT_1,MAT_00076,973.46,3767.57,EUR,GI,2023-08-06,CC_1011,PC_104,G/L_40085,,CUST_50078,2023,8,DOC_13789638
COMP_B,PLANT_5,MAT_00049,751.41,4585.84,EUR,GI,2024-04-24,CC_1006,PC_104,G/L_40040,,CUST_50039,2024,4,DOC_38334374
COMP_A,PLANT_4,MAT_00036,667.11,378.17,EUR,GR,2024-07-23,CC_1008,PC_104,G/L_40016,VEND_10099,,2024,7,DOC_88596886
COMP_C,PLANT_4,MAT_00082,684.89,5366.52,EUR,SO,2023-09-03,CC_1020,PC_101,G/L_40079,,CUST_50003,2023,9,DOC_22227216
COMP_C,PLANT_1,MAT_00096,632.08,5541.45,EUR,GR,2023-10-06,CC_1020,PC_107,G/L_40044,VEND_10063,,2023,10,DOC_88591582
COMP_B,PLANT_2,MAT_00078,990.81,1198.36,EUR,GI,2025-05-08,CC_1008,PC_103,G/L_40013,,CUST_50022,2025,5,DOC_56691768
COMP_C,PLANT_2,MAT_00047,365.78,3366.67,EUR,GR,2024-10-12,CC_1005,PC_108,G/L_40081,VEND_10096,,2024,10,DOC_05665236
COMP_A,PLANT_4,MAT_00091,687.41,2484.23,EUR,GR,2023-08-01,CC_1017,PC_102,G/L_40012,VEND_10035,,2023,8,DOC_57741900
COMP_B,PLANT_5,MAT_00084,219.15,9129.92,EUR,SO,2024-07-18,CC_1007,PC_109,G/L_40008,,CUST_50025,2024,7,DOC_78179821
COMP_C,PLANT_1,MAT_00005,79.39,6052.88,EUR,PO,2024-10-03,CC_1002,PC_102,G/L_40045,VEND_10054,,2024,10,DOC_90432676
COMP_B,PLANT_1,MAT_00056,164.19,1977.65,EUR,INV,2024-10-04,CC_1019,PC_108,G/L_40036,VEND_10047,CUST_50085,2024,10,DOC_30439295
COMP_B,PLANT_1,MAT_00071,57.38,8790.09,EUR,GI,2024-04-01,CC_1018,PC_105,G/L_40061,,CUST_50005,2024,4,DOC_06398002
COMP_A,PLANT_3,MAT_00063,864.56,1309.72,EUR,PO,2024-11-03,CC_1004,PC_108,G/L_40065,VEND_10031,,2024,11,DOC_29560759
COMP_D,PLANT_5,MAT_00010,249.42,3908.96,EUR,SO,2024-01-16,CC_1018,PC_110,G/L_40077,,CUST_50094,2024,1,DOC_84259667
COMP_B,PLANT_5,MAT_00092,960.83,6004.5,EUR,INV,2023-10-03,CC_1003,PC_105,G/L_40042,VEND_10076,CUST_50074,2023,10,DOC_21282770
COMP_D,PLANT_4,MAT_00048,204.34,7439.92,EUR,INV,2024-04-06,CC_1012,PC_105,G/L_40007,VEND_10030,CUST_50042,2024,4,DOC_65564346
COMP_C,PLANT_5,MAT_00029,14.62,51.35,EUR,GR,2024-04-10,CC_1012,PC_107,G/L_40053,VEND_10061,,2024,4,DOC_23892197
COMP_D,PLANT_4,MAT_00012,234.4,5982.32,EUR,SO,2024-05-21,CC_1018,PC_106,G/L_40081,,CUST_50054,2024,5,DOC_77429558
COMP_B,PLANT_4,MAT_00078,486.87,6092.33,EUR,INV,2023-08-25,CC_1010,PC_109,G/L_40026,VEND_10010,CUST_50073,2023,8,DOC_86525749
COMP_A,PLANT_4,MAT_00069,627.23,4560.63,EUR,GR,2023-09-06,CC_1019,PC_102,G/L_40046,VEND_10025,,2023,9,DOC_26718574
COMP_B,PLANT_5,MAT_00069,417.5,2872.81,EUR,GR,2024-04-22,CC_1001,PC_103,G/L_40034,VEND_10045,,2024,4,DOC_46492039
COMP_C,PLANT_2,MAT_00020,459.39,2553.67,EUR,PO,2025-03-09,CC_1016,PC_105,G/L_40024,VEND_10058,,2025,3,DOC_50739263
COMP_B,PLANT_1,MAT_00065,953.34,6550.51,EUR,INV,2024-01-19,CC_1017,PC_108,G/L_40077,VEND_10090,CUST_50023,2024,1,DOC_83048187
COMP_C,PLANT_2,MAT_00036,167.23,4473.7,EUR,INV,2025-02-13,CC_1001,PC_107,G/L_40018,VEND_10046,CUST_50088,2025,2,DOC_13631122
COMP_A,PLANT_4,MAT_00098,545.51,1826.5,EUR,SO,2023-09-03,CC_1001,PC_110,G/L_40042,,CUST_50054,2023,9,DOC_77665985
